CMD,$,SIMP,101325,
CMD,$,SIMP,101174,
CMD,$,SIMP,101023,
CMD,$,SIMP,100873,
CMD,$,SIMP,100723,
CMD,$,SIMP,100573,
CMD,$,SIMP,100423,
CMD,$,SIMP,100273,
CMD,$,SIMP,100123,
CMD,$,SIMP,99974,
CMD,$,SIMP,99825,
CMD,$,SIMP,99676,
CMD,$,SIMP,99525,
CMD,$,SIMP,99375,
CMD,$,SIMP,99225,
CMD,$,SIMP,99075,
CMD,$,SIMP,98945,
CMD,$,SIMP,98815,
CMD,$,SIMP,98685,
CMD,$,SIMP,98555,
CMD,$,SIMP,98425,
CMD,$,SIMP,98295,
CMD,$,SIMP,98165,
CMD,$,SIMP,98035,
CMD,$,SIMP,97905,
CMD,$,SIMP,97789,
CMD,$,SIMP,97669,
CMD,$,SIMP,97549,
CMD,$,SIMP,97429,
CMD,$,SIMP,97309,
CMD,$,SIMP,97189,
CMD,$,SIMP,97069,
CMD,$,SIMP,96949,
CMD,$,SIMP,96829,
CMD,$,SIMP,96709,
CMD,$,SIMP,96589,
CMD,$,SIMP,96469,
CMD,$,SIMP,96349,
CMD,$,SIMP,96229,
CMD,$,SIMP,96109,
CMD,$,SIMP,95989,
CMD,$,SIMP,95869,
CMD,$,SIMP,95749,
CMD,$,SIMP,95629,
CMD,$,SIMP,95539,
CMD,$,SIMP,95419,
CMD,$,SIMP,95299,
CMD,$,SIMP,95179,
CMD,$,SIMP,95059,
CMD,$,SIMP,94939,
CMD,$,SIMP,94819,
CMD,$,SIMP,94699,
CMD,$,SIMP,94579,
CMD,$,SIMP,94443,
CMD,$,SIMP,94323,
CMD,$,SIMP,94203,
CMD,$,SIMP,94083,
CMD,$,SIMP,93963,
CMD,$,SIMP,93843,
CMD,$,SIMP,93723,
CMD,$,SIMP,93603,
CMD,$,SIMP,93483,
CMD,$,SIMP,93366,
CMD,$,SIMP,93246,
CMD,$,SIMP,93126,
CMD,$,SIMP,93006,
CMD,$,SIMP,92886,
CMD,$,SIMP,92766,
CMD,$,SIMP,92646,
CMD,$,SIMP,92526,
CMD,$,SIMP,92406,
CMD,$,SIMP,92307,
CMD,$,SIMP,92406,
CMD,$,SIMP,92526,
CMD,$,SIMP,92646,
CMD,$,SIMP,92766,
CMD,$,SIMP,92886,
CMD,$,SIMP,93006,
CMD,$,SIMP,93126,
CMD,$,SIMP,93246,
CMD,$,SIMP,93366,
CMD,$,SIMP,93483,
CMD,$,SIMP,93603,
CMD,$,SIMP,93723,
CMD,$,SIMP,93843,
CMD,$,SIMP,93963,
CMD,$,SIMP,94083,
CMD,$,SIMP,94203,
CMD,$,SIMP,94323,
CMD,$,SIMP,94443,
CMD,$,SIMP,94579,
CMD,$,SIMP,94699,
CMD,$,SIMP,94819,
CMD,$,SIMP,94939,
CMD,$,SIMP,95059,
CMD,$,SIMP,95179,
CMD,$,SIMP,95299,
CMD,$,SIMP,95419,
CMD,$,SIMP,95539,
CMD,$,SIMP,95629,
CMD,$,SIMP,95749,
CMD,$,SIMP,95869,
CMD,$,SIMP,95989,
CMD,$,SIMP,96109,
CMD,$,SIMP,96229,
CMD,$,SIMP,96349,
CMD,$,SIMP,96469,
CMD,$,SIMP,96589,
CMD,$,SIMP,96709,
CMD,$,SIMP,96829,
CMD,$,SIMP,96949,
CMD,$,SIMP,97069,
CMD,$,SIMP,97189,
CMD,$,SIMP,97309,
CMD,$,SIMP,97429,
CMD,$,SIMP,97549,
CMD,$,SIMP,97669,
CMD,$,SIMP,97789,
CMD,$,SIMP,97905,
CMD,$,SIMP,98035,
CMD,$,SIMP,98165,
CMD,$,SIMP,98295,
CMD,$,SIMP,98425,
CMD,$,SIMP,98555,
CMD,$,SIMP,98685,
CMD,$,SIMP,98815,
CMD,$,SIMP,98945,
CMD,$,SIMP,99075,
CMD,$,SIMP,99225,
CMD,$,SIMP,99375,
CMD,$,SIMP,99525,
CMD,$,SIMP,99676,
CMD,$,SIMP,99825,
CMD,$,SIMP,99974,
CMD,$,SIMP,100123,
CMD,$,SIMP,100273,
CMD,$,SIMP,100423,
CMD,$,SIMP,100573,
CMD,$,SIMP,100723,
CMD,$,SIMP,100873,
CMD,$,SIMP,101023,
CMD,$,SIMP,101174,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,
CMD,$,SIMP,101325,